Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall
58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,45,2345,0,0,0,0,1,0,0,1,0,0,913,762,0
25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,40,2819,0,1,0,0,0,0,1,0,0,0,63,52,0
18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,61,2707,0,1,0,0,0,0,0,1,0,0,41,22,0
29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,52,2575,0,1,0,0,0,0,0,0,0,1,32,30,0
54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,49,2393,0,1,0,0,0,1,0,0,0,0,180,162,0
59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,56,2494,0,1,0,0,0,0,0,0,0,1,1038,1028,0
26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,46,2197,0,1,0,0,0,0,0,1,0,0,10,9,0
81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,57,2766,0,1,0,0,0,0,0,0,0,1,1205,1169,1
36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,35,2537,0,1,0,0,0,1,0,0,0,0,154,136,1
65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,40,2347,0,0,1,0,0,0,0,0,0,1,658,652,0
41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,38,2498,0,0,0,1,0,1,0,0,0,0,422,377,0
65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,53,2351,0,0,0,1,0,0,0,1,0,0,1092,1038,0
66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,44,2638,1,0,0,0,0,0,0,0,0,1,611,533,0
86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,48,2814,0,0,1,0,0,0,0,0,0,1,2074,2034,0
77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,31,2203,0,0,0,1,0,0,0,0,0,1,1320,1294,2
42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,62,2511,0,0,0,1,0,0,0,0,1,0,190,110,0
26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,71,2606,0,0,1,0,0,0,0,0,0,1,55,53,0
71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,42,2268,0,1,0,0,0,0,0,1,0,0,591,568,0
71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,42,2297,1,0,0,0,0,0,0,1,0,0,1211,969,1
43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,69,2604,1,0,0,0,0,0,0,1,0,0,607,577,0
66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,72,2379,0,0,0,1,0,0,0,0,0,1,757,566,1
35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,49,2694,0,1,0,0,0,0,0,0,1,0,41,23,1
33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,45,2653,0,0,1,0,0,0,0,1,0,0,70,28,0
58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,67,2570,0,0,0,1,0,0,0,1,0,0,547,498,0
76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,45,2728,0,1,0,0,0,0,0,0,0,1,1364,1217,0
58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,50,2614,1,0,0,0,0,0,0,1,0,0,1011,837,0
45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,62,2251,0,0,1,0,0,0,0,1,0,0,18,15,0
74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,55,2716,0,1,0,0,0,0,0,0,1,0,956,947,0
18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,36,2196,0,1,0,0,0,0,0,0,0,1,15,14,0
44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,54,2180,0,1,0,0,0,0,0,1,0,0,61,57,0
80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,65,2377,0,1,0,0,0,0,0,1,0,0,1332,1284,1
56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,55,2420,0,1,0,0,0,0,0,0,1,0,385,359,0
35946.0,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,71,2434,1,0,0,0,0,0,0,0,0,1,11,11,0
66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,42,2541,0,1,0,0,0,0,0,1,0,0,497,388,0
67432.0,0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,47,2616,0,1,0,0,0,0,0,1,0,0,1165,995,0
17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,31,2627,0,1,0,0,0,0,1,0,0,0,12,6,0
62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,51,2848,0,0,0,1,0,0,0,1,0,0,1241,1144,0
34941.0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0,64,2639,0,0,0,1,0,0,0,0,1,0,73,49,0
82224.0,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,3,11,0,56,2314,0,1,0,0,0,0,0,1,0,0,862,822,1
71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,0,25,2271,0,0,1,0,0,0,0,1,0,0,916,872,0
63564.0,0,0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,3,11,1,66,2310,0,1,0,0,0,1,0,0,0,0,1150,1085,1
51518.0,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,3,11,0,62,2428,0,0,0,1,0,0,0,0,0,1,445,441,0
58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,45,2345,0,0,0,0,1,0,0,1,0,0,913,762,0
75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,41,2217,0,0,0,1,0,0,0,1,0,0,1360,1280,0
58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,3,11,0,56,2442,0,1,0,0,0,0,0,1,0,0,1019,867,0
79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,53,2225,0,0,1,0,0,0,0,1,0,0,548,532,0
48726.0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,3,11,0,65,2587,0,1,0,0,0,0,0,1,0,0,183,124,0
62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,3,11,0,64,2558,0,1,0,0,0,0,0,0,1,0,392,334,0
72063.0,0,1,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,3,11,0,41,2520,0,1,0,0,0,0,0,1,0,0,668,578,0
42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,3,11,1,55,2590,0,0,1,0,0,0,0,1,0,0,542,430,0
33622.0,1,1,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0,48,2601,0,1,0,0,0,0,0,1,0,0,69,57,0
51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,3,11,0,65,2352,0,0,1,0,0,0,0,0,1,0,39,35,0
36283.0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,3,11,0,44,2235,0,0,0,1,0,0,0,1,0,0,24,19,0
20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,34,2767,0,1,0,0,0,0,1,0,0,0,40,23,0
42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,3,11,1,52,2702,1,0,0,0,0,0,0,0,0,1,615,417,1
43783.0,1,0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,3,11,0,42,2190,0,1,0,0,0,0,0,0,1,0,490,351,1
40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,3,11,0,44,2818,1,0,0,0,0,0,0,1,0,0,343,309,0
62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,3,11,0,75,2689,0,0,0,1,0,0,0,0,1,0,1551,1490,0
82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,3,11,1,63,2758,0,1,0,0,0,0,0,0,0,1,706,683,3
60161.0,0,1,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,3,11,0,55,2773,1,0,0,0,0,1,0,0,0,0,894,717,0
73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,3,11,0,47,2643,0,0,0,1,0,0,0,1,0,0,1565,1550,0
19329.0,1,0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,3,11,0,52,2356,0,1,0,0,0,0,0,1,0,0,55,50,0
46984.0,1,1,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,3,11,0,64,2619,0,0,0,0,1,0,0,1,0,0,33,25,0
34838.0,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,3,11,0,69,2685,0,1,0,0,0,0,0,1,0,0,123,76,0
82716.0,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,3,11,0,76,2395,0,0,1,0,0,0,0,0,0,1,1145,1123,0
49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,3,11,0,44,2396,0,1,0,0,0,0,0,0,1,0,437,416,0
56850.0,0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,3,11,0,49,2257,0,1,0,0,0,0,0,0,1,0,63,63,0
59666.0,1,1,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,3,11,0,48,2623,0,1,0,0,0,0,0,1,0,0,894,761,1
26872.0,0,0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,3,11,0,39,2415,0,1,0,0,0,0,0,1,0,0,40,8,0
21359.0,1,0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,3,11,1,48,2594,0,0,1,0,0,0,0,1,0,0,38,28,0
91820.0,0,0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,3,11,0,34,2377,0,0,0,1,0,0,0,0,0,1,1467,1437,0
30772.0,1,1,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,44,2268,0,1,0,0,0,0,0,1,0,0,16,12,0
65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,3,11,0,48,2251,0,1,0,0,0,0,0,1,0,0,712,655,0
25804.0,1,0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,3,11,0,42,2460,0,1,0,0,0,1,0,0,0,0,43,31,0
22063.0,1,0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,3,11,0,48,2484,0,1,0,0,0,0,0,1,0,0,44,33,0
57091.0,0,0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,3,11,1,59,2173,0,0,1,0,0,0,0,1,0,0,540,503,1
87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,61,2562,0,0,0,1,0,0,0,1,0,0,1924,1891,4
93404.0,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,3,11,0,66,2577,0,1,0,0,0,0,0,1,0,0,1601,1586,2
37859.0,1,2,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,58,2692,1,0,0,0,0,0,0,1,0,0,34,32,0
16529.0,1,0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,3,11,0,36,2279,0,0,0,1,0,0,0,1,0,0,21,20,0
48789.0,0,0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,3,11,0,28,2816,0,0,1,0,0,0,0,1,0,0,535,390,0
56575.0,0,2,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,3,11,0,53,2579,0,0,0,1,0,0,0,0,0,1,532,522,0
35441.0,1,1,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,53,2659,0,1,0,0,0,0,0,1,0,0,38,37,0
71391.0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,3,11,0,64,2616,0,1,0,0,0,0,0,1,0,0,902,761,0
49494.0,1,0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,3,11,0,48,2589,0,0,1,0,0,0,0,0,1,0,303,221,0
56628.0,0,1,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,3,11,0,43,2259,0,0,1,0,0,0,0,1,0,0,590,419,1
34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0,70,2487,0,0,0,1,0,0,0,1,0,0,59,42,0
40049.0,0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,3,11,0,46,2736,0,1,0,0,0,0,0,1,0,0,262,234,0
82504.0,0,0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,3,11,0,60,2496,0,1,0,0,0,1,0,0,0,0,1012,958,0
81205.0,0,0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,3,11,1,50,2326,0,0,0,1,0,0,0,1,0,0,1879,1749,3
61618.0,0,0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,3,11,0,29,2797,0,0,1,0,0,1,0,0,0,0,1140,935,0
55284.0,0,1,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,3,11,0,64,2711,0,0,1,0,0,0,0,0,1,0,701,638,0
49980.0,0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,3,11,0,57,2408,0,0,1,0,0,0,0,1,0,0,181,167,0
30843.0,1,1,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,3,11,0,54,2193,0,0,0,1,0,0,0,0,0,1,26,17,1
60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,3,11,0,41,2613,0,0,1,0,0,0,0,1,0,0,1010,840,0
37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,54,2792,0,0,0,1,0,0,0,1,0,0,39,38,0
85710.0,0,0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,3,11,0,31,2579,0,1,0,0,0,1,0,0,0,0,1029,996,1
44602.0,1,1,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,3,11,0,51,2293,0,0,0,1,0,0,0,0,1,0,258,224,0
38683.0,1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,3,11,0,31,2792,0,0,0,1,0,1,0,0,0,0,275,209,0
57906.0,0,1,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,3,11,0,47,2542,0,0,0,1,0,0,0,0,0,1,386,371,0
43456.0,0,1,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,3,11,0,54,2619,0,0,1,0,0,0,0,0,1,0,386,379,0
19485.0,2,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,34,2437,0,0,1,0,0,0,0,0,1,0,10,10,0
53172.0,0,1,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,3,11,0,42,2578,0,0,0,1,0,0,0,1,0,0,361,236,0
30545.0,1,0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,3,11,0,41,2779,0,0,0,1,0,0,0,1,0,0,57,45,0
70123.0,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,3,11,0,37,2433,0,0,0,1,0,0,0,0,0,1,1727,1727,2
21675.0,1,0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,3,11,0,44,2177,0,0,0,1,0,0,0,1,0,0,41,37,0
61346.0,1,0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,3,11,0,42,2425,0,0,0,1,0,0,0,0,1,0,847,705,0
42835.0,1,1,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,3,11,0,49,2523,1,0,0,0,0,0,0,0,1,0,497,399,0
86424.0,0,0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,3,11,0,64,2244,0,0,1,0,0,0,0,0,1,0,1158,1090,0
17117.0,1,0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,3,11,0,42,2687,0,0,0,1,0,1,0,0,0,0,121,114,0
24762.0,1,0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,3,11,1,48,2298,0,0,1,0,0,0,0,1,0,0,46,6,1
51111.0,1,1,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,39,2169,0,1,0,0,0,1,0,0,0,0,52,49,0
86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,48,2814,0,0,1,0,0,0,0,0,0,1,2074,2034,0
46231.0,2,1,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,3,11,0,67,2739,0,0,1,0,0,0,0,0,0,1,251,239,0
42243.0,1,1,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,61,2359,0,1,0,0,0,0,0,1,0,0,50,45,0
51195.0,1,1,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,3,11,0,58,2613,0,0,0,1,0,0,0,1,0,0,506,448,0
68092.0,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,3,11,0,42,2354,0,0,1,0,0,0,0,0,1,0,1233,1185,0
26868.0,1,0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0,29,2219,0,0,1,0,0,0,1,0,0,0,12,10,0
55260.0,0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,3,11,0,48,2723,0,0,1,0,0,0,0,0,0,1,897,655,0
66825.0,0,0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,3,11,0,53,2509,0,0,0,1,0,0,0,1,0,0,818,778,0
58917.0,1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,3,11,0,51,2621,0,0,0,1,0,0,0,1,0,0,254,226,0
85072.0,0,0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,3,11,0,43,2240,0,0,1,0,0,0,0,1,0,0,1182,941,0
45684.0,1,0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,3,11,0,49,2368,0,0,0,0,1,0,0,1,0,0,21,14,0
47889.0,1,0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,3,11,0,46,2335,0,0,0,1,0,0,0,1,0,0,63,59,0
45921.0,0,0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,3,11,0,34,2270,0,1,0,0,0,0,0,0,0,1,187,175,0
75114.0,0,0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,3,11,0,28,2393,0,0,0,1,0,0,0,1,0,0,1229,1205,0
84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,38,2485,0,1,0,0,0,0,0,0,0,1,1919,1919,2
74637.0,0,0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,3,11,0,66,2566,0,0,1,0,0,0,0,0,0,1,1634,1618,1
46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,3,11,0,65,2236,0,0,0,1,0,0,0,0,0,1,40,34,2
72354.0,0,0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,3,11,0,27,2597,0,0,1,0,0,0,0,1,0,0,1046,864,0
39858.0,1,0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,3,11,1,51,2680,0,0,1,0,0,0,0,0,1,0,69,43,0
34469.0,1,1,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,3,11,0,72,2215,0,1,0,0,0,0,0,0,0,1,50,38,0
83033.0,1,0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,3,11,0,34,2201,0,0,0,1,0,0,0,1,0,0,1728,1695,1
77583.0,0,0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,3,11,0,42,2298,0,1,0,0,0,0,0,1,0,0,1041,933,1
74116.0,0,0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,3,11,0,38,2340,0,0,1,0,0,1,0,0,0,0,1886,1720,1
74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,3,11,0,27,2215,0,0,1,0,0,0,0,1,0,0,1046,965,0
68397.0,0,1,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,3,11,0,44,2383,0,1,0,0,0,0,0,0,0,1,1336,1256,0
46107.0,1,0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,3,11,0,31,2298,0,0,1,0,0,0,0,1,0,0,92,59,0
25443.0,1,0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,3,11,0,31,2713,0,1,0,0,0,0,1,0,0,0,25,18,0
32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,3,11,0,49,2194,0,0,0,1,0,0,0,0,0,1,44,42,0
71796.0,0,0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,3,11,0,49,2407,0,0,0,1,0,0,0,1,0,0,928,896,0
67536.0,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,3,11,0,50,2562,0,1,0,0,0,0,0,0,0,1,1794,1759,1
64831.0,1,1,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,3,11,0,68,2543,0,0,1,0,0,1,0,0,0,0,976,832,0
56067.0,0,1,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,3,11,0,58,2503,0,0,0,1,0,0,0,0,0,1,605,485,0
94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,67,2641,0,0,0,1,0,0,0,1,0,0,2130,1958,3
51563.0,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,3,11,0,33,2795,0,1,0,0,0,0,0,0,0,1,1214,1178,2
57937.0,0,1,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,3,11,0,38,2292,0,1,0,0,0,1,0,0,0,0,550,417,0
68274.0,1,1,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,3,11,0,41,2431,1,0,0,0,0,0,0,1,0,0,259,213,0
39771.0,1,0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,3,11,0,43,2364,0,0,0,1,0,0,0,1,0,0,36,22,0
27922.0,1,0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,3,11,0,41,2209,0,0,0,1,0,0,0,0,0,1,30,19,0
42767.0,2,0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,3,11,0,49,2573,0,0,1,0,0,0,0,0,0,1,93,55,0
59754.0,0,1,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,3,11,1,55,2734,0,1,0,0,0,0,0,1,0,0,336,197,0
59041.0,1,1,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,47,2212,0,1,0,0,0,0,0,1,0,0,90,84,0
52597.0,0,1,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,3,11,0,58,2212,0,0,1,0,0,0,0,0,0,1,536,494,0
41021.0,1,0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,3,11,1,51,2705,0,0,0,1,0,0,0,0,1,0,52,40,0
40233.0,0,1,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,3,11,0,45,2417,0,1,0,0,0,0,0,0,0,1,147,145,0
54753.0,0,1,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,3,11,0,61,2449,0,0,0,1,0,0,0,1,0,0,597,466,0
92955.0,0,0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,3,11,1,47,2473,0,1,0,0,0,0,0,1,0,0,1694,1610,2
33471.0,1,0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,3,11,0,47,2784,0,1,0,0,0,0,0,1,0,0,81,69,0
44010.0,1,0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,3,11,0,40,2783,0,0,0,1,0,0,0,1,0,0,614,566,0
84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,3,11,0,32,2306,0,1,0,0,0,0,0,1,0,0,1153,1108,0
40706.0,2,1,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,3,11,0,52,2687,0,0,0,1,0,0,0,0,0,1,76,71,0
15716.0,1,0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,3,11,0,32,2753,0,1,0,0,0,1,0,0,0,0,66,40,0
80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,3,11,0,49,2782,0,0,0,1,0,0,0,0,1,0,1549,1534,0
83715.0,0,0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,3,11,0,58,2305,0,1,0,0,0,0,0,1,0,0,918,910,0
82576.0,0,0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,3,11,0,61,2856,0,0,0,1,0,0,0,0,1,0,1892,1874,1
